link,name,price,mrp,dicount-value,discount,delivery-text-msg,rating-text,rating-text-icon,rating-text-icon 2,img,not-available-text,delivery-pincode-text,site
https://www.croma.com/faber-ruby-xl-tc-bk-60cm-700m3-hr-ducted-wall-mounted-chimney-with-touch-control-panel-black-/p/240702,FABER RUBY XL TC BK 60cm 700m3/hr Ducted Wall Mounted Chimney with Touch Control Panel (Black),"₹10,889","₹13,490","(Save ₹2,601)",19% Off,"Standard Delivery by Thur, 29th Aug",5,(),1,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141712/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/240702_0_m7jplw.png?tr=w-400,,,Croma
https://www.croma.com/faber-ultima-ht904-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-electric-hob-premium-quality-knob-black-/p/251779,"Faber Ultima HT904 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Electric Hob (Premium Quality Knob, Black)","₹29,969","₹34,600","(Save ₹4,631)",13% Off,"Standard Delivery by Thur, 29th Aug",5,(),2,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721054278/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/251779_0_d9hhck.png?tr=w-400,,,Croma
https://www.croma.com/faber-alpha-hc-pb-bk-60cm-1100m3-hr-ducted-auto-clean-wall-mounted-chimney-with-soft-push-button-black-/p/260142,FABER ALPHA HC PB BK 60cm 1100m3/hr Ducted Auto Clean Wall Mounted Chimney with Soft Push Button (Black),"₹9,174","₹10,490","(Save ₹1,316)",13% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141985/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/260142_0_gagxrb.png?tr=w-400,,,Croma
https://www.croma.com/faber-ellora-3d-75cm-1400m3-hr-ducted-auto-clean-wall-mounted-chimney-with-baffle-filter-black-/p/306387,FABER Ellora 3D 75cm 1400m3/hr Ducted Auto Clean Wall Mounted Chimney with Baffle Filter (Black),"₹23,889","₹39,000","(Save ₹15,111)",39% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1713532620/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/306387_ah5lwj.png?tr=w-400,,,Croma
https://www.croma.com/faber-maxus-ht784-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-hob-high-quality-knob-black-/p/227713,"Faber Maxus HT784 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Hob (High Quality Knob, Black)","₹21,719","₹24,300","(Save ₹2,581)",11% Off,"Standard Delivery by Thur, 29th Aug",5,(),2,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056927/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/227713_0_jg46cz.png?tr=w-400,,,Croma
https://www.croma.com/faber-enigma-bldc-hc-sc-bk-90-90cm-1500m3-hr-auto-clean-wall-mounted-chimney-with-gesture-and-remote-control-black-/p/308773,FABER ENIGMA BLDC HC SC BK 90 90cm 1500m3/hr Auto Clean Wall Mounted Chimney with Gesture and Remote Control (Black),"₹26,550","₹42,990","(Save ₹16,440)",38% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722484375/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/308773_w4tove.png?tr=w-400,,,Croma
https://www.croma.com/faber-bella-ht905-glass-top-5-burner-automatic-hob-flame-failure-device-black-/p/305675,"FABER Bella HT905 Glass Top 5 Burner Automatic Hob (Flame Failure Device, Black)","₹47,919","₹50,390","(Save ₹2,471)",5% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1710860048/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305675_a8kwzf.png?tr=w-400,,,Croma
https://www.croma.com/faber-fsj-150-r-150-watt-slow-juicer-60-rpm-safety-protection-system-black-/p/247842,"FABER FSJ 150 R 150 Watt Slow Juicer (60 RPM, Safety Protection System, Black)","₹6,750","₹14,990","(Save ₹8,240)",55% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1685021309/Croma%20Assets/Small%20Appliances/Food%20Preparation%20App/Images/247842_0_yofqjr.png?tr=w-400,,,Croma
https://www.croma.com/faber-cocktail-3d-t2s2-bk-tc-ltw-90cm-1095m3-hr-ducted-wall-mounted-chimney-with-touch-control-panel-black-/p/198209,FABER COCKTAIL 3D T2S2 BK TC LTW 90cm 1095m3/hr Ducted Wall Mounted Chimney with Touch Control Panel (Black),"₹23,324","₹45,090","(Save ₹21,766)",48% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1690211733/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/198209_0_f9y0xa.png?tr=w-400,,,Croma
https://www.croma.com/faber-utopia-pro-ht-603-br-ci-3-burner-automatic-electric-hob-flame-failure-device-black-/p/265608,"Faber Utopia Pro HT 603 Br Ci 3 Burner Automatic Electric Hob (Flame Failure Device, Black)","₹30,409","₹33,500","(Save ₹3,091)",9% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721055679/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/265608_0_zncwgw.png?tr=w-400,,,Croma
https://www.croma.com/faber-fk-1500-watt-1-8-litre-electric-kettle-with-safety-lock-lid-transparent-/p/306863,FABER FK 1500 Watt 1.8 Litre Electric Kettle with Safety Lock Lid (Transparent),"₹1,350","₹2,290",(Save ₹940),41% Off,"Standard Delivery by Sat, 31st Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1717553816/Croma%20Assets/Small%20Appliances/Kettles/Images/306863_wyvjiw.png?tr=w-400,,,Croma
https://www.croma.com/faber-spark-4-burner-manual-gas-stove-knob-control-black-/p/302660,"FABER Spark 4 Burner Manual Gas Stove (Knob Control, Black)","₹5,889","₹8,990","(Save ₹3,101)",34% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1699000905/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/302660_jkjdoi.png?tr=w-400,,,Croma
https://www.croma.com/faber-imperia-905-brb-ci-bk-toughened-glass-top-5-burner-automatic-hob-high-quality-knob-black-/p/220779,"Faber Imperia 905 BRB CI BK Toughened Glass Top 5 Burner Automatic Hob (High Quality Knob, Black)","₹33,724","₹42,800","(Save ₹9,076)",21% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056531/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/220779_0_at6vgr.png?tr=w-400,,,Croma
https://www.croma.com/faber-nexus-ind-ht784-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-hob-heavy-duty-pan-support-black-/p/229410,"Faber Nexus IND HT784 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Hob (Heavy Duty Pan Support, Black)","₹29,614","₹34,600","(Save ₹4,986)",14% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688415989/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/229410_0_wcujm0.png?tr=w-400,,,Croma
https://www.croma.com/faber-ultima-plus-ht904-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-electric-hob-premium-quality-knob-black-/p/251780,"Faber Ultima Plus HT904 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Electric Hob (Premium Quality Knob, Black)","₹34,159","₹39,600","(Save ₹5,441)",14% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688415199/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/251780_0_tczg0y.png?tr=w-400,,,Croma
https://www.croma.com/faber-feel-plus-90cm-1095m3-hr-ductless-wall-mounted-chimney-with-baffle-filter-black-/p/198208,FABER Feel Plus 90cm 1095m3/hr Ductless Wall Mounted Chimney with Baffle Filter (Black),"₹25,424","₹38,690","(Save ₹13,266)",34% Off,"Standard Delivery by Thur, 29th Aug",4.5,(),2,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1718802916/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/198208_0_bxmwd3.png?tr=w-400,,,Croma
https://www.croma.com/faber-imperia-603-brb-ci-bk-toughened-glass-top-3-burner-automatic-hob-high-quality-knob-black-/p/220775,"Faber Imperia 603 BRB CI BK Toughened Glass Top 3 Burner Automatic Hob (High Quality Knob, Black)","₹20,124","₹24,900","(Save ₹4,776)",19% Off,"Standard Delivery by Thur, 29th Aug",5,(),1,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056643/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/220775_0_k2re9g.png?tr=w-400,,,Croma
https://www.croma.com/faber-imperia-plus-783-brb-ci-bk-toughened-glass-top-3-burner-automatic-hob-high-quality-knob-black-/p/220781,"Faber Imperia Plus 783 BRB CI BK Toughened Glass Top 3 Burner Automatic Hob (High Quality Knob, Black)","₹24,474","₹29,500","(Save ₹5,026)",17% Off,"Standard Delivery by Thur, 29th Aug",4,(),3,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057259/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/220781_0_wudcdp.png?tr=w-400,,,Croma
https://www.croma.com/faber-4-5l-1500-watt-digital-air-fryer-with-rapid-air-technology-black-/p/248895,FABER 4.5L 1500 Watt Digital Air Fryer with Rapid Air Technology (Black),"₹5,964","₹10,990","(Save ₹5,026)",46% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722870546/Croma%20Assets/Small%20Appliances/Fryers%20and%20Grills/Images/248895_0_nzzsy8.png?tr=w-400,,,Croma
https://www.croma.com/faber-bella-ht753-glass-top-3-burner-automatic-hob-flame-failure-device-black-/p/305672,"FABER Bella HT753 Glass Top 3 Burner Automatic Hob (Flame Failure Device, Black)","₹28,579","₹35,690","(Save ₹7,111)",20% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1710858879/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305672_yasa1t.png?tr=w-400,,,Croma
https://www.croma.com/faber-nexus-ind-star-ht654-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-electric-hob-flame-failure-device-black-/p/247692,"Faber Nexus IND Star HT654 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Electric Hob (Flame Failure Device, Black)","₹31,044","₹34,600","(Save ₹3,556)",10% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056424/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/247692_0_pms5n5.png?tr=w-400,,,Croma
https://www.croma.com/faber-ultima-ht724-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-electric-hob-premium-quality-knob-black-/p/251777,"Faber Ultima HT724 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Electric Hob (Premium Quality Knob, Black)","₹28,539","₹33,000","(Save ₹4,461)",14% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688414857/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/251777_0_sr8fr2.png?tr=w-400,,,Croma
https://www.croma.com/faber-nexus-ind-ht783-crs-br-ci-ai-toughened-glass-top-3-burner-automatic-hob-heat-resistant-knobs-black-/p/231294,"Faber Nexus IND HT783 CRS BR CI AI Toughened Glass Top 3 Burner Automatic Hob (Heat Resistant Knobs, Black)","₹25,904","₹30,000","(Save ₹4,096)",14% Off,"Standard Delivery by Thur, 29th Aug",3,(),2,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688420606/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/231294_0_e94kxu.png?tr=w-400,,,Croma
https://www.croma.com/faber-ultima-plus-ht783-crs-br-ci-ai-toughened-glass-top-3-burner-automatic-hob-cast-iron-pan-support-black-/p/251778,"Faber Ultima Plus HT783 CRS BR CI AI Toughened Glass Top 3 Burner Automatic Hob (Cast Iron Pan Support, Black)","₹28,099","₹32,400","(Save ₹4,301)",13% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721054226/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/251778_0_kdv2aw.png?tr=w-400,,,Croma
https://www.croma.com/faber-nexus-ind-star-ht904-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-hob-flame-failure-device-black-/p/247694,"Faber Nexus IND Star HT904 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Hob (Flame Failure Device, Black)","₹36,754","₹42,600","(Save ₹5,846)",14% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688421430/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/247694_0_jh1soy.png?tr=w-400,,,Croma
https://www.croma.com/faber-fbimwo-cgs-bk-25l-built-in-microwave-oven-with-10-autocook-menus-black-/p/193174,FABER FBIMWO CGS BK 25L Built-in Microwave Oven with 10 Autocook Menus (Black),"₹46,399","₹54,990","(Save ₹8,591)",16% Off,"Standard Delivery by Thur, 29th Aug",5,(),1,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691179453/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/193174_0_vgwfag.png?tr=w-400,,,Croma
https://www.croma.com/faber-sportz-400-watt-2-jars-mixer-grinder-blender-20000-rpm-copper-motor-silver-/p/306868,"FABER Sportz 400 Watt 2 Jars Mixer Grinder Blender (20000 RPM, Copper Motor, Silver)","₹2,590","₹4,999","(Save ₹2,409)",48% Off,"Standard Delivery by Sat, 31st Aug",4,(),1,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1716816913/Croma%20Assets/Small%20Appliances/Food%20Preparation%20App/Images/306868_xw150d.png?tr=w-400,,,Croma
https://www.croma.com/faber-magic-4bb-bk-tempered-glass-top-4-burner-manual-gas-stove-corrosion-resistance-black-/p/267370,"Faber MAGIC 4BB BK Tempered Glass Top 4 Burner Manual Gas Stove (Corrosion Resistance, Black)","₹6,494","₹10,990","(Save ₹4,496)",41% Off,"Standard Delivery by Thur, 29th Aug",,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688420776/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/267370_0_xh4zgp.png?tr=w-400,,,Croma
https://www.croma.com/faber-super-3d-plus-t2s2-bk-tc-ltw-60cm-1150m3-hr-ductless-wall-mounted-chimney-with-touch-control-panel-black-/p/202600,FABER SUPER 3D PLUS T2S2 BK TC LTW 60cm 1150m3/hr Ductless Wall Mounted Chimney with Touch Control Panel (Black),"₹19,534","₹25,490","(Save ₹5,956)",23% Off,"Standard Delivery by Thur, 29th Aug",4.4,(),14,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1690212080/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/202600_0_ahsxpx.png?tr=w-400,,,Croma
https://www.croma.com/faber-superia-ht763-br-ai-toughened-glass-top-3-burner-automatic-gas-hob-fully-concealed-drip-tray-black-/p/300382,"FABER Superia HT763 BR AI Toughened Glass Top 3 Burner Automatic Gas Hob (Fully Concealed Drip Tray, Black)","₹15,490","₹22,900","(Save ₹7,410)",32% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057695/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300382_0_rj9csj.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-feel-3d-plus-max-t2s2-bk-tc-60cm-1350m3-hr-ductless-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/230973,FABER FEEL 3D PLUS MAX T2S2 BK TC 60cm 1350m3/hr Ductless Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),"₹23,544","₹34,590","(Save ₹11,046)",32% Off,,5,(),2,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140800/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/230973_0_x5x2fr.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-zenith-fl-sc-ac-bk-60cm-1350m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-black-/p/230967,FABER ZENITH FL SC AC BK 60cm 1350m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control (Black),"₹25,230","₹34,990","(Save ₹9,760)",28% Off,,4.2,(),18,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141250/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/230967_0_qg2mth.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-maxus-ht783-crs-br-ci-ai-toughened-glass-top-3-burner-automatic-hob-high-quality-knob-black-/p/227712,"Faber Maxus HT783 CRS BR CI AI Toughened Glass Top 3 Burner Automatic Hob (High Quality Knob, Black)","₹18,929","₹21,400","(Save ₹2,471)",12% Off,,4.2,(),6,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056884/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/227712_0_yzwfkh.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-utopia-pro-ht-804-br-ci-toughened-glass-top-4-burner-automatic-electric-hob-flame-failure-device-black-/p/265611,"Faber Utopia Pro HT 804 BR CI Toughened Glass Top 4 Burner Automatic Electric Hob (Flame Failure Device, Black)","₹37,109","₹43,900","(Save ₹6,791)",15% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721055482/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/265611_0_vivrrw.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-superia-ht654-br-ai-toughened-glass-top-4-burner-automatic-hob-black-enameled-pan-support-black-/p/302337,"FABER Superia HT654 BR AI Toughened Glass Top 4 Burner Automatic Hob (Black Enameled Pan Support, Black)","₹16,149","₹23,990","(Save ₹7,841)",33% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057008/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/302337_0_tglta9.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-utopia-pro-ht-783-br-ci-toughened-glass-top-3-burner-automatic-electric-hob-flame-failure-device-black-/p/265610,"Faber Utopia Pro HT 783 BR CI Toughened Glass Top 3 Burner Automatic Electric Hob (Flame Failure Device, Black)","₹30,879","₹36,400","(Save ₹5,521)",15% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688416016/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/265610_0_iqlyro.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-alpha-hc-pb-bk-90cm-1100m3-hr-ducted-auto-clean-wall-mounted-chimney-with-soft-push-buttons-black-/p/260143,FABER ALPHA HC PB BK 90cm 1100m3/hr Ducted Auto Clean Wall Mounted Chimney with Soft Push Buttons (Black),"₹8,724","₹12,490","(Save ₹3,766)",30% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721142080/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/260143_0_hcub2b.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-super-3d-plus-max-t2s2-bk-tc-60cm-1350m3-hr-ductless-wall-mounted-chimney-with-touch-control-panel-black-/p/232253,FABER SUPER 3D PLUS MAX T2S2 BK TC 60cm 1350m3/hr Ductless Wall Mounted Chimney with Touch Control Panel (Black),"₹20,514","₹28,990","(Save ₹8,476)",29% Off,,3.5,(),2,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1690212204/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/232253_0_xhyd5x.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-genius-704-bk-toughened-glass-top-4-burner-manual-hob-cast-iron-pan-support-black-/p/300609,"FABER GENIUS 704 BK Toughened Glass Top 4 Burner Manual Hob (Cast Iron Pan Support, Black)","₹16,289","₹21,725","(Save ₹5,436)",25% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057345/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300609_0_ttuqcb.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-marvel-3bb-bk-tempered-glass-top-3-burner-manual-gas-stove-scratch-resistant-black-/p/262564,"Faber Marvel 3BB BK Tempered Glass Top 3 Burner Manual Gas Stove (Scratch Resistant, Black)","₹3,384","₹7,290","(Save ₹3,906)",54% Off,,3.3,(),7,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721055837/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/262564_0_udzsfk.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-bella-ht903-glass-top-3-burner-automatic-hob-flame-failure-device-black-/p/305673,"FABER Bella HT903 Glass Top 3 Burner Automatic Hob (Flame Failure Device, Black)","₹31,709","₹38,850","(Save ₹7,141)",18% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1710858988/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305673_cuumxu.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-power-3bb-bk-tempered-glass-top-3-burner-manual-gas-stove-feather-touch-knob-control-black-/p/229405,"Faber Power 3BB BK Tempered Glass Top 3 Burner Manual Gas Stove (Feather Touch Knob Control, Black)","₹3,854","₹7,349","(Save ₹3,495)",48% Off,,4.5,(),21,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688415942/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/229405_0_o8stny.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-fbio-10f-glb-67l-built-in-microwave-oven-with-memory-function-black-/p/202615,FABER FBIO 10F GLB 67L Built-in Microwave Oven with Memory Function (Black),"₹58,879","₹69,990","(Save ₹11,111)",16% Off,,5,(),1,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691177633/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/202615_0_qnafoi.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-hood-vertigo-75cm-1200m3-hr-ducted-auto-clean-wall-mounted-chimney-with-filterless-technology-black-/p/273825,Faber Hood Vertigo 75cm 1200m3/hr Ducted Auto Clean Wall Mounted Chimney with Filterless Technology (Black),"₹17,004","₹31,990","(Save ₹14,986)",47% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1690213314/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/273825_0_csdo8l.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-enigma-bldc-hc-sc-bk-60-60cm-1500m3-hr-auto-clean-wall-mounted-chimney-with-gesture-and-remote-control-black-/p/308771,FABER ENIGMA BLDC HC SC BK 60 60cm 1500m3/hr Auto Clean Wall Mounted Chimney with Gesture and Remote Control (Black),"₹23,990","₹38,990","(Save ₹15,000)",38% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722483244/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/308771_ryb13z.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-sigma-bldc-hc-sc-bk-90-90cm-1500m3-hr-auto-clean-wall-mounted-chimney-with-gesture-and-remote-control-black-/p/308777,FABER SIGMA BLDC HC SC BK 90 90cm 1500m3/hr Auto Clean Wall Mounted Chimney with Gesture and Remote Control (Black),"₹29,469","₹46,990","(Save ₹17,521)",37% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722485575/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/308777_lkzx4k.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-genius-753-ai-toughened-glass-top-3-burner-manual-hob-cast-iron-pan-support-black-/p/300610,"FABER GENIUS 753 AI Toughened Glass Top 3 Burner Manual Hob (Cast Iron Pan Support, Black)","₹16,289","₹21,725","(Save ₹5,436)",25% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056543/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300610_0_a7ekqe.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-bella-ht753-glass-top-3-burner-automatic-hob-full-brass-burners-black-/p/305679,"FABER Bella HT753 Glass Top 3 Burner Automatic Hob (Full Brass Burners, Black)","₹26,389","₹32,550","(Save ₹6,161)",19% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1717063648/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305679_0_cbzgup.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-magiclift-ht904-toughened-glass-top-4-burner-automatic-hob-lift-and-lock-feature-black-/p/305671,"FABER Magiclift HT904 Toughened Glass Top 4 Burner Automatic Hob (Lift and Lock Feature, Black)","₹32,599","₹37,500","(Save ₹4,901)",13% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721055750/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305671_0_w7zmkv.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-imperia-604-brb-ci-bk-toughened-glass-top-4-burner-automatic-hob-high-quality-knob-black-/p/220776,"Faber Imperia 604 BRB CI BK Toughened Glass Top 4 Burner Automatic Hob (High Quality Knob, Black)","₹24,464","₹31,200","(Save ₹6,736)",22% Off,,5,(),3,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056673/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/220776_0_oi2a0b.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-fbio-6f-bk-80l-built-in-microwave-oven-with-digital-display-black-/p/266617,FABER FBIO 6F BK 80L Built-in Microwave Oven with Digital Display (Black),"₹41,399","₹48,990","(Save ₹7,591)",15% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722277684/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/266617_0_r5yeoq.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
https://www.croma.com/faber-genius-753-toughened-glass-top-3-burner-manual-hob-cast-iron-pan-support-black-/p/300608,"FABER GENIUS 753 Toughened Glass Top 3 Burner Manual Hob (Cast Iron Pan Support, Black)","₹13,489","₹18,825","(Save ₹5,336)",28% Off,,,,,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057273/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300608_0_fsrkrk.png?tr=w-400,Not Available at pincode,"Mumbai, 400049",Croma
