id,unique_name,croma_name,reliance_name,croma_link,croma_price,croma_mrp,croma_discount_value,croma_discount,croma_img,reliance_link,reliance_price,reliance_mrp,reliance_discount_value,reliance_discount,reliance_img
61,FABER Bella HT904 Glass Top,"FABER Bella HT904 Glass Top 4 Burner Automatic Hob (Flame Failure Device, Black)","FABER Bella HT904 Glass Top 4 Burner Automatic Hob (Flame Failure Device, Black)",https://www.croma.com/faber-bella-ht904-glass-top-4-burner-automatic-hob-flame-failure-device-black-/p/305674,"₹34,849","₹44,090","(Save ₹9,241)",21% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1710859772/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305674_xl68w7.png?tr=w-400,https://www.croma.com/faber-bella-ht904-glass-top-4-burner-automatic-hob-flame-failure-device-black-/p/305674,"₹34,849","₹44,090","(Save ₹9,241)",21% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1710859772/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305674_xl68w7.png?tr=w-400
62,FABER SILENCIO 3D IND HC,FABER SILENCIO 3D IND HC SC FL BK 60cm 1298m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),FABER SILENCIO 3D IND HC SC FL BK 60cm 1298m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),https://www.croma.com/faber-silencio-3d-ind-hc-sc-fl-bk-60cm-1298m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/265605,"₹17,054","₹31,990","(Save ₹14,936)",47% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1690207350/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/265605_0_hkc3ri.png?tr=w-400,https://www.croma.com/faber-silencio-3d-ind-hc-sc-fl-bk-60cm-1298m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/265605,"₹17,054","₹31,990","(Save ₹14,936)",47% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1690207350/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/265605_0_hkc3ri.png?tr=w-400
65,FABER SILENCIO 3D IND HC,FABER SILENCIO 3D IND HC SC FL BK 90cm 1325m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),FABER SILENCIO 3D IND HC SC FL BK 90cm 1325m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),https://www.croma.com/faber-silencio-3d-ind-hc-sc-fl-bk-90cm-1325m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/265606,"₹21,464","₹34,990","(Save ₹13,526)",39% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1690207367/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/265606_0_mhkonp.png?tr=w-400,https://www.croma.com/faber-silencio-3d-ind-hc-sc-fl-bk-90cm-1325m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/265606,"₹21,464","₹34,990","(Save ₹13,526)",39% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1690207367/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/265606_0_mhkonp.png?tr=w-400
66,FABER CREST PLUS IND HC,FABER CREST PLUS IND HC SC BK 60cm 1275m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),FABER CREST PLUS IND HC SC BK 60cm 1275m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),https://www.croma.com/faber-crest-plus-ind-hc-sc-bk-60cm-1275m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/256958,"₹14,924","₹28,990","(Save ₹14,066)",49% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1690208144/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/256958_0_u45cy0.png?tr=w-400,https://www.croma.com/faber-crest-plus-ind-hc-sc-bk-60cm-1275m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/256958,"₹14,924","₹28,990","(Save ₹14,066)",49% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1690208144/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/256958_0_u45cy0.png?tr=w-400
67,FABER FSID 8PR 14S 14,FABER FSID 8PR 14S 14 Place Settings Built-in Dishwasher with Salt & Rinse Aid Indicators (Stainless Steel),FABER FSID 8PR 14S 14 Place Settings Built-in Dishwasher with Salt & Rinse Aid Indicators (Stainless Steel),https://www.croma.com/faber-fsid-8pr-14s-14-place-settings-built-in-dishwasher-with-salt-rinse-aid-indicators-stainless-steel-/p/215216,"₹54,990","₹61,000","(Save ₹6,010)",10% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691177024/Croma%20Assets/Large%20Appliances/Dishwashers/Images/215216_0_mbpt79.png?tr=w-400,https://www.croma.com/faber-fsid-8pr-14s-14-place-settings-built-in-dishwasher-with-salt-rinse-aid-indicators-stainless-steel-/p/215216,"₹54,990","₹61,000","(Save ₹6,010)",10% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691177024/Croma%20Assets/Large%20Appliances/Dishwashers/Images/215216_0_mbpt79.png?tr=w-400
68,Faber Nexus IND HT604 CRS,"Faber Nexus IND HT604 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Hob (Heavy Duty Pan Support, Black)","Faber Nexus IND HT604 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Hob (Heavy Duty Pan Support, Black)",https://www.croma.com/faber-nexus-ind-ht604-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-hob-heavy-duty-pan-support-black-/p/229409,"₹28,114","₹33,500","(Save ₹5,386)",16% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688415860/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/229409_0_rv3fz9.png?tr=w-400,https://www.croma.com/faber-nexus-ind-ht604-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-hob-heavy-duty-pan-support-black-/p/229409,"₹28,114","₹33,500","(Save ₹5,386)",16% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688415860/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/229409_0_rv3fz9.png?tr=w-400
69,FABER FBIMWO SG BK 20L,FABER FBIMWO SG BK 20L Built-in Microwave Oven with 10 Autocook Menus (Black),FABER FBIMWO SG BK 20L Built-in Microwave Oven with 10 Autocook Menus (Black),https://www.croma.com/faber-fbimwo-sg-bk-20l-built-in-microwave-oven-with-10-autocook-menus-black-/p/248512,"₹33,899","₹39,990","(Save ₹6,091)",15% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722285959/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/248512_0_a2pcqw.png?tr=w-400,https://www.croma.com/faber-fbimwo-sg-bk-20l-built-in-microwave-oven-with-10-autocook-menus-black-/p/248512,"₹33,899","₹39,990","(Save ₹6,091)",15% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722285959/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/248512_0_a2pcqw.png?tr=w-400
70,FABER FBIO 8F BK 80L,FABER FBIO 8F BK 80L Built-in Microwave Oven with Digital Display Control Panel (Black),FABER FBIO 8F BK 80L Built-in Microwave Oven with Digital Display Control Panel (Black),https://www.croma.com/faber-fbio-8f-bk-80l-built-in-microwave-oven-with-digital-display-control-panel-black-/p/267990,"₹48,899","₹57,990","(Save ₹9,091)",16% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691181341/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/267990_0_h9lzcw.png?tr=w-400,https://www.croma.com/faber-fbio-8f-bk-80l-built-in-microwave-oven-with-digital-display-control-panel-black-/p/267990,"₹48,899","₹57,990","(Save ₹9,091)",16% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691181341/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/267990_0_h9lzcw.png?tr=w-400
71,FABER Feel Plus 90cm 1095m3/hr,FABER Feel Plus 90cm 1095m3/hr Ductless Wall Mounted Chimney with Baffle Filter (Black),FABER Feel Plus 90cm 1095m3/hr Ductless Wall Mounted Chimney with Baffle Filter (Black),https://www.croma.com/faber-feel-plus-90cm-1095m3-hr-ductless-wall-mounted-chimney-with-baffle-filter-black-/p/198208,"₹25,424","₹38,690","(Save ₹13,266)",34% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1718802916/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/198208_0_bxmwd3.png?tr=w-400,https://www.croma.com/faber-feel-plus-90cm-1095m3-hr-ductless-wall-mounted-chimney-with-baffle-filter-black-/p/198208,"₹25,424","₹38,690","(Save ₹13,266)",34% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1718802916/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/198208_0_bxmwd3.png?tr=w-400
72,FABER FBIO 25L Convection Microwave,FABER FBIO 25L Convection Microwave Oven with 8 Auto Cook Menus (Black),FABER FBIO 25L Convection Microwave Oven with 8 Auto Cook Menus (Black),https://www.croma.com/faber-fbio-25l-convection-microwave-oven-with-8-auto-cook-menus-black-/p/306182,"₹39,499","₹46,690","(Save ₹7,191)",15% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1712913066/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/306182_yksuul.png?tr=w-400,https://www.croma.com/faber-fbio-25l-convection-microwave-oven-with-8-auto-cook-menus-black-/p/306182,"₹39,499","₹46,690","(Save ₹7,191)",15% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1712913066/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/306182_yksuul.png?tr=w-400
73,FABER 2200W 3-in-1 Sandwich Maker,FABER 2200W 3-in-1 Sandwich Maker with Nonstick Coating Plate (Black),FABER 2200W 3-in-1 Sandwich Maker with Nonstick Coating Plate (Black),https://www.croma.com/faber-2200w-3-in-1-sandwich-maker-with-nonstick-coating-plate-black-/p/306864,"₹4,200","₹5,990","(Save ₹1,790)",30% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1717554230/Croma%20Assets/Small%20Appliances/Toasters%20Sandwich%20Makers/Images/306864_asy9c4.png?tr=w-400,https://www.croma.com/faber-2200w-3-in-1-sandwich-maker-with-nonstick-coating-plate-black-/p/306864,"₹4,200","₹5,990","(Save ₹1,790)",30% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1717554230/Croma%20Assets/Small%20Appliances/Toasters%20Sandwich%20Makers/Images/306864_asy9c4.png?tr=w-400
74,Faber Marvel 3BB BK Tempered,"Faber Marvel 3BB BK Tempered Glass Top 3 Burner Manual Gas Stove (Scratch Resistant, Black)","Faber Marvel 3BB BK Tempered Glass Top 3 Burner Manual Gas Stove (Scratch Resistant, Black)",https://www.croma.com/faber-marvel-3bb-bk-tempered-glass-top-3-burner-manual-gas-stove-scratch-resistant-black-/p/262564,"₹3,384","₹7,290","(Save ₹3,906)",54% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721055837/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/262564_0_udzsfk.png?tr=w-400,https://www.croma.com/faber-marvel-3bb-bk-tempered-glass-top-3-burner-manual-gas-stove-scratch-resistant-black-/p/262564,"₹3,384","₹7,290","(Save ₹3,906)",54% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721055837/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/262564_0_udzsfk.png?tr=w-400
75,Faber Ultima HT904 CRS BR,"Faber Ultima HT904 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Electric Hob (Premium Quality Knob, Black)","Faber Ultima HT904 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Electric Hob (Premium Quality Knob, Black)",https://www.croma.com/faber-ultima-ht904-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-electric-hob-premium-quality-knob-black-/p/251779,"₹29,969","₹34,600","(Save ₹4,631)",13% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721054278/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/251779_0_d9hhck.png?tr=w-400,https://www.croma.com/faber-ultima-ht904-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-electric-hob-premium-quality-knob-black-/p/251779,"₹29,969","₹34,600","(Save ₹4,631)",13% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721054278/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/251779_0_d9hhck.png?tr=w-400
76,Faber Imperia 603 BRB CI,"Faber Imperia 603 BRB CI BK Toughened Glass Top 3 Burner Automatic Hob (High Quality Knob, Black)","Faber Imperia 603 BRB CI BK Toughened Glass Top 3 Burner Automatic Hob (High Quality Knob, Black)",https://www.croma.com/faber-imperia-603-brb-ci-bk-toughened-glass-top-3-burner-automatic-hob-high-quality-knob-black-/p/220775,"₹20,124","₹24,900","(Save ₹4,776)",19% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056643/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/220775_0_k2re9g.png?tr=w-400,https://www.croma.com/faber-imperia-603-brb-ci-bk-toughened-glass-top-3-burner-automatic-hob-high-quality-knob-black-/p/220775,"₹20,124","₹24,900","(Save ₹4,776)",19% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056643/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/220775_0_k2re9g.png?tr=w-400
77,FABER FBIO 6F 80L Built-in,FABER FBIO 6F 80L Built-in Microwave Oven with 6 Autocook Menus (Black),FABER FBIO 6F 80L Built-in Microwave Oven with 6 Autocook Menus (Black),https://www.croma.com/faber-fbio-6f-80l-built-in-microwave-oven-with-6-autocook-menus-black-/p/212670,"₹39,814","₹48,990","(Save ₹9,176)",19% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691177884/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/212670_0_zzbobn.png?tr=w-400,https://www.croma.com/faber-fbio-6f-80l-built-in-microwave-oven-with-6-autocook-menus-black-/p/212670,"₹39,814","₹48,990","(Save ₹9,176)",19% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691177884/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/212670_0_zzbobn.png?tr=w-400
78,FABER Prince Plus 4 Burner,"FABER Prince Plus 4 Burner Manual Hob (Brass Burner, Black)","FABER Prince Plus 4 Burner Manual Hob (Brass Burner, Black)",https://www.croma.com/faber-prince-plus-4-burner-manual-hob-brass-burner-black-/p/305683,"₹11,929","₹14,490","(Save ₹2,561)",18% Off,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif",https://www.croma.com/faber-prince-plus-4-burner-manual-hob-brass-burner-black-/p/305683,"₹11,929","₹14,490","(Save ₹2,561)",18% Off,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
79,FABER FBIMWO CGS/FG 32L Built-in,FABER FBIMWO CGS/FG 32L Built-in Microwave Oven with 10 Autocook Menus (Stainless Steel),FABER FBIMWO CGS/FG 32L Built-in Microwave Oven with 10 Autocook Menus (Stainless Steel),https://www.croma.com/faber-fbimwo-cgs-fg-32l-built-in-microwave-oven-with-10-autocook-menus-stainless-steel-/p/201046,"₹54,990","₹63,800","(Save ₹8,810)",14% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722272774/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/201046_0_joqkgx.png?tr=w-400,https://www.croma.com/faber-fbimwo-cgs-fg-32l-built-in-microwave-oven-with-10-autocook-menus-stainless-steel-/p/201046,"₹54,990","₹63,800","(Save ₹8,810)",14% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722272774/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/201046_0_joqkgx.png?tr=w-400
80,FABER SUNNY IN HC SC,FABER SUNNY IN HC SC FL LG 60cm 1200m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch & Gesture Control (Black),FABER SUNNY IN HC SC FL LG 60cm 1200m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch & Gesture Control (Black),https://www.croma.com/faber-sunny-in-hc-sc-fl-lg-60cm-1200m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-gesture-control-black-/p/271362,"₹14,589","₹26,990","(Save ₹12,401)",46% Off,,https://www.croma.com/faber-sunny-in-hc-sc-fl-lg-60cm-1200m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-gesture-control-black-/p/271362,"₹14,589","₹26,990","(Save ₹12,401)",46% Off,
81,FABER SUNNY IN HC SC,FABER SUNNY IN HC SC FL LG 60cm 1200m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch & Gesture Control (Black),FABER SUNNY IN HC SC FL LG 90cm 1200m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch & Gesture Control (Black),https://www.croma.com/faber-sunny-in-hc-sc-fl-lg-60cm-1200m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-gesture-control-black-/p/271362,"₹14,589","₹26,990","(Save ₹12,401)",46% Off,,https://www.croma.com/faber-sunny-in-hc-sc-fl-lg-90cm-1200m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-gesture-control-black-/p/271363,"₹16,189","₹29,990","(Save ₹13,801)",46% Off,
82,FABER SUNNY IN HC SC,FABER SUNNY IN HC SC FL LG 90cm 1200m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch & Gesture Control (Black),FABER SUNNY IN HC SC FL LG 60cm 1200m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch & Gesture Control (Black),https://www.croma.com/faber-sunny-in-hc-sc-fl-lg-90cm-1200m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-gesture-control-black-/p/271363,"₹16,189","₹29,990","(Save ₹13,801)",46% Off,,https://www.croma.com/faber-sunny-in-hc-sc-fl-lg-60cm-1200m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-gesture-control-black-/p/271362,"₹14,589","₹26,990","(Save ₹12,401)",46% Off,
83,FABER SUNNY IN HC SC,FABER SUNNY IN HC SC FL LG 90cm 1200m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch & Gesture Control (Black),FABER SUNNY IN HC SC FL LG 90cm 1200m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch & Gesture Control (Black),https://www.croma.com/faber-sunny-in-hc-sc-fl-lg-90cm-1200m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-gesture-control-black-/p/271363,"₹16,189","₹29,990","(Save ₹13,801)",46% Off,,https://www.croma.com/faber-sunny-in-hc-sc-fl-lg-90cm-1200m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-gesture-control-black-/p/271363,"₹16,189","₹29,990","(Save ₹13,801)",46% Off,
84,Faber Jumbo 4BB BK AI,"Faber Jumbo 4BB BK AI Toughened Glass Top 4 Burner Automatic Gas Stove (Corrosion Resistance, Black)","Faber Jumbo 4BB BK AI Toughened Glass Top 4 Burner Automatic Gas Stove (Corrosion Resistance, Black)",https://www.croma.com/faber-jumbo-4bb-bk-ai-toughened-glass-top-4-burner-automatic-gas-stove-corrosion-resistance-black-/p/210987,"₹9,169","₹13,490","(Save ₹4,321)",32% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688417942/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/210987_0_l2vcfa.png?tr=w-400,https://www.croma.com/faber-jumbo-4bb-bk-ai-toughened-glass-top-4-burner-automatic-gas-stove-corrosion-resistance-black-/p/210987,"₹9,169","₹13,490","(Save ₹4,321)",32% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688417942/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/210987_0_l2vcfa.png?tr=w-400
85,Faber Onyx 3BB BK CI,"Faber Onyx 3BB BK CI Glass Top 3 Burner Manual Gas Stove (Round Drip Tray, Black)","Faber Onyx 3BB BK CI Glass Top 3 Burner Manual Gas Stove (Round Drip Tray, Black)",https://www.croma.com/faber-onyx-3bb-bk-ci-glass-top-3-burner-manual-gas-stove-round-drip-tray-black-/p/217239,"₹7,399","₹10,340","(Save ₹2,941)",28% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056760/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/217239_0_oaclmv.png?tr=w-400,https://www.croma.com/faber-onyx-3bb-bk-ci-glass-top-3-burner-manual-gas-stove-round-drip-tray-black-/p/217239,"₹7,399","₹10,340","(Save ₹2,941)",28% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056760/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/217239_0_oaclmv.png?tr=w-400
86,FABER SIGMA BLDC HC SC,FABER SIGMA BLDC HC SC BK 90 90cm 1500m3/hr Auto Clean Wall Mounted Chimney with Gesture and Remote Control (Black),FABER SIGMA BLDC HC SC BK 90 90cm 1500m3/hr Auto Clean Wall Mounted Chimney with Gesture and Remote Control (Black),https://www.croma.com/faber-sigma-bldc-hc-sc-bk-90-90cm-1500m3-hr-auto-clean-wall-mounted-chimney-with-gesture-and-remote-control-black-/p/308777,"₹29,469","₹46,990","(Save ₹17,521)",37% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722485575/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/308777_lkzx4k.png?tr=w-400,https://www.croma.com/faber-sigma-bldc-hc-sc-bk-90-90cm-1500m3-hr-auto-clean-wall-mounted-chimney-with-gesture-and-remote-control-black-/p/308777,"₹29,469","₹46,990","(Save ₹17,521)",37% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722485575/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/308777_lkzx4k.png?tr=w-400
87,FABER Magiclift HT904 Toughened Glass,"FABER Magiclift HT904 Toughened Glass Top 4 Burner Automatic Hob (Lift and Lock Feature, Black)","FABER Magiclift HT904 Toughened Glass Top 4 Burner Automatic Hob (Lift and Lock Feature, Black)",https://www.croma.com/faber-magiclift-ht904-toughened-glass-top-4-burner-automatic-hob-lift-and-lock-feature-black-/p/305671,"₹32,599","₹37,500","(Save ₹4,901)",13% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721055750/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305671_0_w7zmkv.png?tr=w-400,https://www.croma.com/faber-magiclift-ht904-toughened-glass-top-4-burner-automatic-hob-lift-and-lock-feature-black-/p/305671,"₹32,599","₹37,500","(Save ₹4,901)",13% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721055750/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305671_0_w7zmkv.png?tr=w-400
88,FABER ZENITH FL SC AC,FABER ZENITH FL SC AC BK 90cm 1350m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control (Black),FABER ZENITH FL SC AC BK 90cm 1350m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control (Black),https://www.croma.com/faber-zenith-fl-sc-ac-bk-90cm-1350m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-black-/p/230968,"₹26,999","₹41,990","(Save ₹14,991)",36% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141199/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/230968_0_opt71h.png?tr=w-400,https://www.croma.com/faber-zenith-fl-sc-ac-bk-90cm-1350m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-black-/p/230968,"₹26,999","₹41,990","(Save ₹14,991)",36% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141199/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/230968_0_opt71h.png?tr=w-400
92,FABER ZENITH FL SC AC,FABER ZENITH FL SC AC BK 75cm 1350m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),FABER ZENITH FL SC AC BK 75cm 1350m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),https://www.croma.com/faber-zenith-fl-sc-ac-bk-75cm-1350m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/250555,"₹26,490","₹36,990","(Save ₹10,500)",28% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141220/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/250555_0_yvagvs.png?tr=w-400,https://www.croma.com/faber-zenith-fl-sc-ac-bk-75cm-1350m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/250555,"₹26,490","₹36,990","(Save ₹10,500)",28% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141220/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/250555_0_yvagvs.png?tr=w-400
96,FABER ZENITH FL SC AC,FABER ZENITH FL SC AC BK 60cm 1350m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control (Black),FABER ZENITH FL SC AC BK 60cm 1350m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control (Black),https://www.croma.com/faber-zenith-fl-sc-ac-bk-60cm-1350m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-black-/p/230967,"₹25,230","₹34,990","(Save ₹9,760)",28% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141250/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/230967_0_qg2mth.png?tr=w-400,https://www.croma.com/faber-zenith-fl-sc-ac-bk-60cm-1350m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-black-/p/230967,"₹25,230","₹34,990","(Save ₹9,760)",28% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141250/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/230967_0_qg2mth.png?tr=w-400
97,FABER STILUX 3D PLUS MAX,FABER STILUX 3D PLUS MAX T2S2 BK TC 60cm 1350m3/hr Ductless Wall Mounted Chimney with Touch Control Panel (Black),FABER STILUX 3D PLUS MAX T2S2 BK TC 60cm 1350m3/hr Ductless Wall Mounted Chimney with Touch Control Panel (Black),https://www.croma.com/faber-stilux-3d-plus-max-t2s2-bk-tc-60cm-1350m3-hr-ductless-wall-mounted-chimney-with-touch-control-panel-black-/p/230975,"₹22,554","₹36,990","(Save ₹14,436)",39% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140921/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/230975_0_wgjk6a.png?tr=w-400,https://www.croma.com/faber-stilux-3d-plus-max-t2s2-bk-tc-60cm-1350m3-hr-ductless-wall-mounted-chimney-with-touch-control-panel-black-/p/230975,"₹22,554","₹36,990","(Save ₹14,436)",39% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140921/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/230975_0_wgjk6a.png?tr=w-400
