id,unique_name,croma_name,reliance_name,croma_link,croma_price,croma_mrp,croma_discount_value,croma_discount,croma_img,reliance_link,reliance_price,reliance_mrp,reliance_discount_value,reliance_discount,reliance_img
33,FABER FSJ 150 R 150,"FABER FSJ 150 R 150 Watt Slow Juicer (60 RPM, Safety Protection System, Black)","FABER FSJ 150 R 150 Watt Slow Juicer (60 RPM, Safety Protection System, Black)",https://www.croma.com/faber-fsj-150-r-150-watt-slow-juicer-60-rpm-safety-protection-system-black-/p/247842,"₹6,750","₹14,990","(Save ₹8,240)",55% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1685021309/Croma%20Assets/Small%20Appliances/Food%20Preparation%20App/Images/247842_0_yofqjr.png?tr=w-400,https://www.croma.com/faber-fsj-150-r-150-watt-slow-juicer-60-rpm-safety-protection-system-black-/p/247842,"₹6,750","₹14,990","(Save ₹8,240)",55% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1685021309/Croma%20Assets/Small%20Appliances/Food%20Preparation%20App/Images/247842_0_yofqjr.png?tr=w-400
34,Faber Ultima HT724 CRS BR,"Faber Ultima HT724 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Electric Hob (Premium Quality Knob, Black)","Faber Ultima HT724 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Electric Hob (Premium Quality Knob, Black)",https://www.croma.com/faber-ultima-ht724-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-electric-hob-premium-quality-knob-black-/p/251777,"₹28,539","₹33,000","(Save ₹4,461)",14% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688414857/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/251777_0_sr8fr2.png?tr=w-400,https://www.croma.com/faber-ultima-ht724-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-electric-hob-premium-quality-knob-black-/p/251777,"₹28,539","₹33,000","(Save ₹4,461)",14% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688414857/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/251777_0_sr8fr2.png?tr=w-400
35,Faber Hilux Max 3BB SS,"Faber Hilux Max 3BB SS 3 Burner Manual Gas Stove (Black Diamond Coated Sturdy Pan Support, Silver)","Faber Hilux Max 3BB SS 3 Burner Manual Gas Stove (Black Diamond Coated Sturdy Pan Support, Silver)",https://www.croma.com/faber-hilux-max-3bb-ss-3-burner-manual-gas-stove-black-diamond-coated-sturdy-pan-support-silver-/p/269235,"₹11,049","₹17,990","(Save ₹6,941)",39% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056180/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/269235_0_c01iaq.png?tr=w-400,https://www.croma.com/faber-hilux-max-3bb-ss-3-burner-manual-gas-stove-black-diamond-coated-sturdy-pan-support-silver-/p/269235,"₹11,049","₹17,990","(Save ₹6,941)",39% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056180/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/269235_0_c01iaq.png?tr=w-400
36,FABER Ellora 3D 60cm 1400m3/hr,FABER Ellora 3D 60cm 1400m3/hr Ducted Auto Clean Wall Mounted Chimney with Baffle Filter (Black),FABER Ellora 3D 60cm 1400m3/hr Ducted Auto Clean Wall Mounted Chimney with Baffle Filter (Black),https://www.croma.com/faber-ellora-3d-60cm-1400m3-hr-ducted-auto-clean-wall-mounted-chimney-with-baffle-filter-black-/p/273789,"₹22,889","₹37,000","(Save ₹14,111)",38% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140858/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/273789_0_ridgod.png?tr=w-400,https://www.croma.com/faber-ellora-3d-60cm-1400m3-hr-ducted-auto-clean-wall-mounted-chimney-with-baffle-filter-black-/p/273789,"₹22,889","₹37,000","(Save ₹14,111)",38% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140858/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/273789_0_ridgod.png?tr=w-400
37,FABER SUPERIA HT905 BR AI,"FABER SUPERIA HT905 BR AI Toughened Glass Top 5 Burner Automatic Gas Hob (Fully Concealed Drip Tray, Black)","FABER SUPERIA HT905 BR AI Toughened Glass Top 5 Burner Automatic Gas Hob (Fully Concealed Drip Tray, Black)",https://www.croma.com/faber-superia-ht905-br-ai-toughened-glass-top-5-burner-automatic-gas-hob-fully-concealed-drip-tray-black-/p/300386,"₹22,419","₹32,990","(Save ₹10,571)",32% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057856/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300386_0_z4gt96.png?tr=w-400,https://www.croma.com/faber-superia-ht905-br-ai-toughened-glass-top-5-burner-automatic-gas-hob-fully-concealed-drip-tray-black-/p/300386,"₹22,419","₹32,990","(Save ₹10,571)",32% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057856/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300386_0_z4gt96.png?tr=w-400
38,FABER Superia HT654 BR AI,"FABER Superia HT654 BR AI Toughened Glass Top 4 Burner Automatic Hob (Black Enameled Pan Support, Black)","FABER Superia HT654 BR AI Toughened Glass Top 4 Burner Automatic Hob (Black Enameled Pan Support, Black)",https://www.croma.com/faber-superia-ht654-br-ai-toughened-glass-top-4-burner-automatic-hob-black-enameled-pan-support-black-/p/302337,"₹16,149","₹23,990","(Save ₹7,841)",33% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057008/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/302337_0_tglta9.png?tr=w-400,https://www.croma.com/faber-superia-ht654-br-ai-toughened-glass-top-4-burner-automatic-hob-black-enameled-pan-support-black-/p/302337,"₹16,149","₹23,990","(Save ₹7,841)",33% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057008/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/302337_0_tglta9.png?tr=w-400
39,FABER FBIO 10F GLB 67L,FABER FBIO 10F GLB 67L Built-in Microwave Oven with Memory Function (Black),FABER FBIO 10F GLB 67L Built-in Microwave Oven with Memory Function (Black),https://www.croma.com/faber-fbio-10f-glb-67l-built-in-microwave-oven-with-memory-function-black-/p/202615,"₹58,879","₹69,990","(Save ₹11,111)",16% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691177633/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/202615_0_qnafoi.png?tr=w-400,https://www.croma.com/faber-fbio-10f-glb-67l-built-in-microwave-oven-with-memory-function-black-/p/202615,"₹58,879","₹69,990","(Save ₹11,111)",16% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691177633/Croma%20Assets/Small%20Appliances/Microwave%20or%20OTG/Images/202615_0_qnafoi.png?tr=w-400
40,FABER Bella HT905 Glass Top,"FABER Bella HT905 Glass Top 5 Burner Automatic Hob (Flame Failure Device, Black)","FABER Bella HT905 Glass Top 5 Burner Automatic Hob (Flame Failure Device, Black)",https://www.croma.com/faber-bella-ht905-glass-top-5-burner-automatic-hob-flame-failure-device-black-/p/305675,"₹47,919","₹50,390","(Save ₹2,471)",5% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1710860048/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305675_a8kwzf.png?tr=w-400,https://www.croma.com/faber-bella-ht905-glass-top-5-burner-automatic-hob-flame-failure-device-black-/p/305675,"₹47,919","₹50,390","(Save ₹2,471)",5% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1710860048/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/305675_a8kwzf.png?tr=w-400
41,FABER ACE PRO HC PB,FABER ACE PRO HC PB BK 60cm 1100m3/hr Ducted Auto Clean Wall Mounted Chimney with Push Button Control (Black),FABER ACE PRO HC PB BK 60cm 1100m3/hr Ducted Auto Clean Wall Mounted Chimney with Push Button Control (Black),https://www.croma.com/faber-ace-pro-hc-pb-bk-60cm-1100m3-hr-ducted-auto-clean-wall-mounted-chimney-with-push-button-control-black-/p/258689,"₹13,064","₹18,990","(Save ₹5,926)",31% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140109/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/258689_0_fon3kg.png?tr=w-400,https://www.croma.com/faber-ace-pro-hc-pb-bk-60cm-1100m3-hr-ducted-auto-clean-wall-mounted-chimney-with-push-button-control-black-/p/258689,"₹13,064","₹18,990","(Save ₹5,926)",31% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721140109/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/258689_0_fon3kg.png?tr=w-400
42,FABER Hood Ellora 3D IN,FABER Hood Ellora 3D IN HC SC BF BK 90cm 1400m3/hr Ducted Auto Clean Wall Mounted Chimney with Baffle Filter (Black),FABER Hood Ellora 3D IN HC SC BF BK 90cm 1400m3/hr Ducted Auto Clean Wall Mounted Chimney with Baffle Filter (Black),https://www.croma.com/faber-hood-ellora-3d-in-hc-sc-bf-bk-90cm-1400m3-hr-ducted-auto-clean-wall-mounted-chimney-with-baffle-filter-black-/p/273790,"₹24,889","₹41,000","(Save ₹16,111)",39% Off,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif",https://www.croma.com/faber-hood-ellora-3d-in-hc-sc-bf-bk-90cm-1400m3-hr-ducted-auto-clean-wall-mounted-chimney-with-baffle-filter-black-/p/273790,"₹24,889","₹41,000","(Save ₹16,111)",39% Off,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
43,Faber Maxus HT784 CRS BR,"Faber Maxus HT784 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Hob (High Quality Knob, Black)","Faber Maxus HT784 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Hob (High Quality Knob, Black)",https://www.croma.com/faber-maxus-ht784-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-hob-high-quality-knob-black-/p/227713,"₹21,719","₹24,300","(Save ₹2,581)",11% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056927/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/227713_0_jg46cz.png?tr=w-400,https://www.croma.com/faber-maxus-ht784-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-hob-high-quality-knob-black-/p/227713,"₹21,719","₹24,300","(Save ₹2,581)",11% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056927/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/227713_0_jg46cz.png?tr=w-400
44,Faber PEARL 3BB BK Tempered,"Faber PEARL 3BB BK Tempered Glass Top 3 Burner Manual Gas Stove (Corrosion Resistance, Black)","Faber PEARL 3BB BK Tempered Glass Top 3 Burner Manual Gas Stove (Corrosion Resistance, Black)",https://www.croma.com/faber-pearl-3bb-bk-tempered-glass-top-3-burner-manual-gas-stove-corrosion-resistance-black-/p/267371,"₹6,454","₹8,840","(Save ₹2,386)",27% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721055460/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/267371_0_zxixy4.png?tr=w-400,https://www.croma.com/faber-pearl-3bb-bk-tempered-glass-top-3-burner-manual-gas-stove-corrosion-resistance-black-/p/267371,"₹6,454","₹8,840","(Save ₹2,386)",27% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721055460/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/267371_0_zxixy4.png?tr=w-400
45,Faber Remo 4BB BK Toughened,"Faber Remo 4BB BK Toughened Glass Top 4 Burner Manual Gas Stove (Premium Quality Knob, Black)","Faber Remo 4BB BK Toughened Glass Top 4 Burner Manual Gas Stove (Premium Quality Knob, Black)",https://www.croma.com/faber-remo-4bb-bk-toughened-glass-top-4-burner-manual-gas-stove-premium-quality-knob-black-/p/245408,"₹10,229","₹12,990","(Save ₹2,761)",21% Off,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif",https://www.croma.com/faber-remo-4bb-bk-toughened-glass-top-4-burner-manual-gas-stove-premium-quality-knob-black-/p/245408,"₹10,229","₹12,990","(Save ₹2,761)",21% Off,"https://media.croma.com/image/upload/f_auto,q_auto,d_Croma%20Assets:No_image.png/Croma%20Assets/UI%20Assets/lazyLoading.gif"
46,Faber Maxus HT783 CRS BR,"Faber Maxus HT783 CRS BR CI AI Toughened Glass Top 3 Burner Automatic Hob (High Quality Knob, Black)","Faber Maxus HT783 CRS BR CI AI Toughened Glass Top 3 Burner Automatic Hob (High Quality Knob, Black)",https://www.croma.com/faber-maxus-ht783-crs-br-ci-ai-toughened-glass-top-3-burner-automatic-hob-high-quality-knob-black-/p/227712,"₹18,929","₹21,400","(Save ₹2,471)",12% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056884/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/227712_0_yzwfkh.png?tr=w-400,https://www.croma.com/faber-maxus-ht783-crs-br-ci-ai-toughened-glass-top-3-burner-automatic-hob-high-quality-knob-black-/p/227712,"₹18,929","₹21,400","(Save ₹2,471)",12% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721056884/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/227712_0_yzwfkh.png?tr=w-400
47,FABER HOOD TRATTO3DTCBKLTW60 61cm 1000m3/hr,FABER HOOD TRATTO3DTCBKLTW60 61cm 1000m3/hr Ductless Wall Mounted Chimney with Meticulously Designed (Black),FABER HOOD TRATTO3DTCBKLTW60 61cm 1000m3/hr Ductless Wall Mounted Chimney with Meticulously Designed (Black),https://www.croma.com/faber-hood-tratto3dtcbkltw60-61cm-1000m3-hr-ductless-wall-mounted-chimney-with-meticulously-designed-black-/p/302334,"₹13,379","₹25,490","(Save ₹12,111)",48% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1714043420/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/302334_0_hfg5rk.png?tr=w-400,https://www.croma.com/faber-hood-tratto3dtcbkltw60-61cm-1000m3-hr-ductless-wall-mounted-chimney-with-meticulously-designed-black-/p/302334,"₹13,379","₹25,490","(Save ₹12,111)",48% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1714043420/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/302334_0_hfg5rk.png?tr=w-400
48,FABER SUPERIA HT764 BR AI,"FABER SUPERIA HT764 BR AI Toughened Glass Top 4 Burner Automatic Gas Hob (Fully Concealed Drip Tray, Black)","FABER SUPERIA HT764 BR AI Toughened Glass Top 4 Burner Automatic Gas Hob (Fully Concealed Drip Tray, Black)",https://www.croma.com/faber-superia-ht764-br-ai-toughened-glass-top-4-burner-automatic-gas-hob-fully-concealed-drip-tray-black-/p/300383,"₹17,690","₹25,790","(Save ₹8,100)",31% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057767/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300383_0_vzkawe.png?tr=w-400,https://www.croma.com/faber-superia-ht764-br-ai-toughened-glass-top-4-burner-automatic-gas-hob-fully-concealed-drip-tray-black-/p/300383,"₹17,690","₹25,790","(Save ₹8,100)",31% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057767/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300383_0_vzkawe.png?tr=w-400
49,FABER RUBY XL TC BK,FABER RUBY XL TC BK 60cm 700m3/hr Ducted Wall Mounted Chimney with Touch Control Panel (Black),FABER RUBY XL TC BK 60cm 700m3/hr Ducted Wall Mounted Chimney with Touch Control Panel (Black),https://www.croma.com/faber-ruby-xl-tc-bk-60cm-700m3-hr-ducted-wall-mounted-chimney-with-touch-control-panel-black-/p/240702,"₹10,889","₹13,490","(Save ₹2,601)",19% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141712/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/240702_0_m7jplw.png?tr=w-400,https://www.croma.com/faber-ruby-xl-tc-bk-60cm-700m3-hr-ducted-wall-mounted-chimney-with-touch-control-panel-black-/p/240702,"₹10,889","₹13,490","(Save ₹2,601)",19% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721141712/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/240702_0_m7jplw.png?tr=w-400
50,Faber Power 3BB BK Tempered,"Faber Power 3BB BK Tempered Glass Top 3 Burner Manual Gas Stove (Feather Touch Knob Control, Black)","Faber Power 3BB BK Tempered Glass Top 3 Burner Manual Gas Stove (Feather Touch Knob Control, Black)",https://www.croma.com/faber-power-3bb-bk-tempered-glass-top-3-burner-manual-gas-stove-feather-touch-knob-control-black-/p/229405,"₹3,854","₹7,349","(Save ₹3,495)",48% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688415942/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/229405_0_o8stny.png?tr=w-400,https://www.croma.com/faber-power-3bb-bk-tempered-glass-top-3-burner-manual-gas-stove-feather-touch-knob-control-black-/p/229405,"₹3,854","₹7,349","(Save ₹3,495)",48% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688415942/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/229405_0_o8stny.png?tr=w-400
51,FABER FBID 8PR 14S 14,FABER FBID 8PR 14S 14 Place Settings Built-in Dishwasher with Salt & Rinse Aid Indicators (Stainless Steel),FABER FBID 8PR 14S 14 Place Settings Built-in Dishwasher with Salt & Rinse Aid Indicators (Stainless Steel),https://www.croma.com/faber-fbid-8pr-14s-14-place-settings-built-in-dishwasher-with-salt-rinse-aid-indicators-stainless-steel-/p/217231,"₹59,990","₹63,000","(Save ₹3,010)",5% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691179347/Croma%20Assets/Large%20Appliances/Dishwashers/Images/217231_0_miz3pt.png?tr=w-400,https://www.croma.com/faber-fbid-8pr-14s-14-place-settings-built-in-dishwasher-with-salt-rinse-aid-indicators-stainless-steel-/p/217231,"₹59,990","₹63,000","(Save ₹3,010)",5% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1691179347/Croma%20Assets/Large%20Appliances/Dishwashers/Images/217231_0_miz3pt.png?tr=w-400
52,FABER Spark 3 Burner Manual,"FABER Spark 3 Burner Manual Gas Stove (Knob Controlled, Black)","FABER Spark 3 Burner Manual Gas Stove (Knob Controlled, Black)",https://www.croma.com/faber-spark-3-burner-manual-gas-stove-knob-controlled-black-/p/302659,"₹4,589","₹9,990","(Save ₹5,401)",54% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1699000856/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/302659_pohztk.png?tr=w-400,https://www.croma.com/faber-spark-3-burner-manual-gas-stove-knob-controlled-black-/p/302659,"₹4,589","₹9,990","(Save ₹5,401)",54% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1699000856/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/302659_pohztk.png?tr=w-400
53,Faber Jumbo 4BB BK Toughened,"Faber Jumbo 4BB BK Toughened Glass Top 4 Burner Manual Gas Stove (Corrosion Resistance, Black)","Faber Jumbo 4BB BK Toughened Glass Top 4 Burner Manual Gas Stove (Corrosion Resistance, Black)",https://www.croma.com/faber-jumbo-4bb-bk-toughened-glass-top-4-burner-manual-gas-stove-corrosion-resistance-black-/p/210985,"₹6,379","₹9,840","(Save ₹3,461)",35% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688417971/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/210985_0_wx5vfg.png?tr=w-400,https://www.croma.com/faber-jumbo-4bb-bk-toughened-glass-top-4-burner-manual-gas-stove-corrosion-resistance-black-/p/210985,"₹6,379","₹9,840","(Save ₹3,461)",35% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688417971/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/210985_0_wx5vfg.png?tr=w-400
54,FABER APEX FLHC SC BK,FABER APEX FLHC SC BK 60cm 1500m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),FABER APEX FLHC SC BK 60cm 1500m3/hr Ducted Auto Clean Wall Mounted Chimney with Touch Control Panel (Black),https://www.croma.com/faber-apex-flhc-sc-bk-60cm-1500m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/218738,"₹29,039","₹34,990","(Save ₹5,951)",17% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1690206721/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/218738_0_p1tdp7.png?tr=w-400,https://www.croma.com/faber-apex-flhc-sc-bk-60cm-1500m3-hr-ducted-auto-clean-wall-mounted-chimney-with-touch-control-panel-black-/p/218738,"₹29,039","₹34,990","(Save ₹5,951)",17% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1690206721/Croma%20Assets/Small%20Appliances/Electric%20Chimney/Images/218738_0_p1tdp7.png?tr=w-400
55,FABER 4.5L 1500 Watt Digital,FABER 4.5L 1500 Watt Digital Air Fryer with Rapid Air Technology (Black),FABER 4.5L 1500 Watt Digital Air Fryer with Rapid Air Technology (Black),https://www.croma.com/faber-4-5l-1500-watt-digital-air-fryer-with-rapid-air-technology-black-/p/248895,"₹5,964","₹10,990","(Save ₹5,026)",46% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722870546/Croma%20Assets/Small%20Appliances/Fryers%20and%20Grills/Images/248895_0_nzzsy8.png?tr=w-400,https://www.croma.com/faber-4-5l-1500-watt-digital-air-fryer-with-rapid-air-technology-black-/p/248895,"₹5,964","₹10,990","(Save ₹5,026)",46% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1722870546/Croma%20Assets/Small%20Appliances/Fryers%20and%20Grills/Images/248895_0_nzzsy8.png?tr=w-400
56,Faber Maxus HT604 CRS BR,"Faber Maxus HT604 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Hob (High Quality Knob, Black)","Faber Maxus HT604 CRS BR CI AI Toughened Glass Top 4 Burner Automatic Hob (High Quality Knob, Black)",https://www.croma.com/faber-maxus-ht604-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-hob-high-quality-knob-black-/p/227711,"₹19,295","₹22,500","(Save ₹3,205)",14% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688422008/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/227711_0_i3w3xs.png?tr=w-400,https://www.croma.com/faber-maxus-ht604-crs-br-ci-ai-toughened-glass-top-4-burner-automatic-hob-high-quality-knob-black-/p/227711,"₹19,295","₹22,500","(Save ₹3,205)",14% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1688422008/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/227711_0_i3w3xs.png?tr=w-400
57,FABER 145 Litres 46 Bottles,"FABER 145 Litres 46 Bottles Wine Cooler (Dual Zone, FWC JCF 145S, Black)","FABER 145 Litres 46 Bottles Wine Cooler (Dual Zone, FWC JCF 145S, Black)",https://www.croma.com/faber-145-litres-46-bottles-wine-cooler-dual-zone-fwc-jcf-145s-black-/p/269347,"₹1,07,991","₹1,19,990","(Save ₹11,999)",10% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1718949028/Croma%20Assets/Large%20Appliances/Refrigerator/Images/269347_0_au9xoa.png?tr=w-400,https://www.croma.com/faber-145-litres-46-bottles-wine-cooler-dual-zone-fwc-jcf-145s-black-/p/269347,"₹1,07,991","₹1,19,990","(Save ₹11,999)",10% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1718949028/Croma%20Assets/Large%20Appliances/Refrigerator/Images/269347_0_au9xoa.png?tr=w-400
58,FABER 20 Litres 7 Bottles,"FABER 20 Litres 7 Bottles Wine Cooler (Single Zone, FWCJCF20, Black)","FABER 20 Litres 7 Bottles Wine Cooler (Single Zone, FWCJCF20, Black)",https://www.croma.com/faber-20-litres-7-bottles-wine-cooler-single-zone-fwcjcf20-black-/p/269338,"₹42,290","₹46,990","(Save ₹4,700)",10% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1718949566/Croma%20Assets/Large%20Appliances/Refrigerator/Images/269338_0_bxhp3a.png?tr=w-400,https://www.croma.com/faber-20-litres-7-bottles-wine-cooler-single-zone-fwcjcf20-black-/p/269338,"₹42,290","₹46,990","(Save ₹4,700)",10% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1718949566/Croma%20Assets/Large%20Appliances/Refrigerator/Images/269338_0_bxhp3a.png?tr=w-400
59,FABER SUPERIA HT904 BR AI,"FABER SUPERIA HT904 BR AI Toughened Glass Top 4 Burner Automatic Gas Hob (Fully Concealed Drip Tray, Black)","FABER SUPERIA HT904 BR AI Toughened Glass Top 4 Burner Automatic Gas Hob (Fully Concealed Drip Tray, Black)",https://www.croma.com/faber-superia-ht904-br-ai-toughened-glass-top-4-burner-automatic-gas-hob-fully-concealed-drip-tray-black-/p/300385,"₹19,399","₹27,990","(Save ₹8,591)",31% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057944/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300385_0_rsjka8.png?tr=w-400,https://www.croma.com/faber-superia-ht904-br-ai-toughened-glass-top-4-burner-automatic-gas-hob-fully-concealed-drip-tray-black-/p/300385,"₹19,399","₹27,990","(Save ₹8,591)",31% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721057944/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/300385_0_rsjka8.png?tr=w-400
60,Faber Ultima HT723 CRS BR,"Faber Ultima HT723 CRS BR CI AI Toughened Glass Top 3 Burner Automatic Electric Hob (Premium Quality Knob, Black)","Faber Ultima HT723 CRS BR CI AI Toughened Glass Top 3 Burner Automatic Electric Hob (Premium Quality Knob, Black)",https://www.croma.com/faber-ultima-ht723-crs-br-ci-ai-toughened-glass-top-3-burner-automatic-electric-hob-premium-quality-knob-black-/p/251776,"₹24,789","₹28,600","(Save ₹3,811)",13% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721054164/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/251776_0_garykk.png?tr=w-400,https://www.croma.com/faber-ultima-ht723-crs-br-ci-ai-toughened-glass-top-3-burner-automatic-electric-hob-premium-quality-knob-black-/p/251776,"₹24,789","₹28,600","(Save ₹3,811)",13% Off,https://media-ik.croma.com/prod/https://media.croma.com/image/upload/v1721054164/Croma%20Assets/Small%20Appliances/Stoves%20Cooktops/Images/251776_0_garykk.png?tr=w-400
